Nom_du_POI;LAT;LONG;Adresse_postale;Code_postal;Commune
B9 - Le Plaigny/ Les Cotilles - Départ Altiport-le Blanchot (fermé été 2025);45,40790600;6,57598500;Altiport Méribel - Centre;73550;Les Allues
B10 - Forêt du Fontany - Départ Altiport-le Blanchot (fermé été 2025);45,40796600;6,57600000;Altiport Méribel - Centre;73550;Les Allues
"SENTIER HIVER ""Le Sentier des Animaux""";45,40756700;6,57921000;Altiport Méribel - Centre;73550;Les Allues
R7 - Col de la Loze;45,40746900;6,57903700;Altiport Méribel - Centre;73550;Les Allues
V6 - Le Sentier des Animaux - Départ Altiport;45,40838800;6,57591500;Altiport Méribel - Centre;73550;Les Allues
R8 - Creux Loup (fermé été 2025);45,40744300;6,57902700;Altiport Méribel - Centre;73550;Les Allues
Itinéraire Cyclo : La Haute-Mauriennaise;45,21703800;6,47261600;Rue du général Férrié;73140;Saint-Michel-de-Maurienne
L'Alpage de Ritort et le refuge de Péclet-Polset;45,34074400;6,69595300;Parking du Pont de la Pêche;73710;Pralognan-la-Vanoise
Circuit de Planlebon;45,37422200;6,47447100;Parking Les Frachettes;73440;Les Belleville
Boucle du rocher de la Loze;45,40607800;6,61076100;Courchevel 1850 Arrivée télécabines des Verdons;73120;Courchevel
Sentier des Verdons;45,41545500;6,63496500;Courchevel 1850 Arrivée télécabines des Verdons;73120;Courchevel
Circuit piéton Hiver : sentier de Villarenger;45,38078900;6,49137500;le Chatelard;73440;Les Belleville
Moûtiers - Val Thorens;45,48400000;6,53030000;Place des Victoires;73600;Moûtiers
Moûtiers - Col de la Loze (Courchevel);45,48400000;6,53030000;Place des Victoires;73600;Moûtiers
N1 - Télécabine Tougnète / Lac de la Chambre - Départ Méribel;45,39087500;6,56805200;Méribel - Centre Méribel;73550;Les Allues
B7 - Pracoua/ Les Granges - Départ Méribel;45,39671000;6,56669000;Méribel - Centre Méribel;73550;Les Allues
B5 - Circuit des Villages - Départ Méribel;45,39681700;6,56653900;Méribel - Centre Méribel;73550;Les Allues
R5 - Sentier des Crêtes;45,39087900;6,56802600;Méribel - Centre Méribel;73550;Les Allues
B8 - Au fil de l'eau (montée et/ou descente) - Départ Méribel;45,38917500;6,56793900;Méribel - Centre Méribel;73550;Les Allues
V4 - La Petite Rosière - Départ Méribel;45,39301100;6,56714000;Méribel - Centre Méribel;73550;Les Allues
V5 - Chemin du Hameau;45,39298800;6,56714600;Méribel - Centre Méribel;73550;Les Allues
B6 - Sentier de Morel - Départ Méribel;45,39382500;6,56626500;Méribel - Centre Méribel;73550;Les Allues
R6 - Télécabine de Tougnète et descente - Départ Méribel;45,39089800;6,56802500;Méribel - Centre Méribel;73550;Les Allues
Boucle 03 - Les Bretonnières;47,76322000;2,02381000;Rue du Lavoir;45240;Marcilly-en-Villette
Boucle 04 - La Gaulette;47,76322000;2,02381000;Rue du Lavoir;45240;Marcilly-en-Villette
Boucle 05 - Entre plaines et forêts;47,76322000;2,02381000;Rue du Lavoir;45240;Marcilly-en-Villette
Boucle 12 - La Pucelle;47,69630760;2,02427159;Route de Vouzon;45240;Ménestreau-en-Villette
Boucle 14 - Forêts & châteaux;47,68762000;2,02940000;Route de Vouzon;45240;Ménestreau-en-Villette
Boucle 07 - Les Étangs;47,69632930;2,02415894;Route de Vouzon;45240;Ménestreau-en-Villette
Boucle 11 - La Canne;47,68852000;1,87308000;Lieu-dit Les Brays;45240;La Ferté-Saint-Aubin
Boucle 01 - Les Grands Cerfs;47,72548840;1,93440370;Avenue de Lowendal;45240;La Ferté-Saint-Aubin
Boucle 06 - La Bruyère;47,72564000;1,93549000;Avenue de Lowendal;45240;La Ferté-Saint-Aubin
Boucle 02 - Sologne secrète des étangs et des demeures;47,72564000;1,93549000;Avenue de Lowendal;45240;La Ferté-Saint-Aubin
Boucle 13 - Châteaux cachés;47,68418000;1,78260000;Place de l'Église;45240;Ligny-le-Ribault
Boucle 08 - Bois des Chaises;47,68418000;1,78260000;Place de l'Église;45240;Ligny-le-Ribault
Boucle 16 - Le Ciran;47,72681690;1,93960410;Rue du Général Leclerc;45240;La Ferté-Saint-Aubin
Chemin des Écoliers;44,16252700;0,94716700;Place du Village;82400;Saint-Clair
Circuit du moulin;44,11771300;0,95475900;Le Bourg;82400;Saint-Vincent-Lespinasse
"Sentier pédagogique ""Sur les traces de la Garelle""";43,85349400;5,18708400;Départementale 3 4803 route de Ménerbes;84580;Oppède
Le chemin des lavoirs - 7km;46,17726800;3,11145900;Départ face à l'église;3330;Naves
Circuit VTT 7 km - Le chemin des lavoirs;46,17726800;3,11145900;Départ face à l'église;3330;Naves
Circuit VTT 11 km - Le sentier des Minerais;46,17715900;2,96248900;La Bosse Départ du Musée Wolframines;3330;Échassières
Le sentier des Minerais -  11 km;46,17715900;2,96248900;La Bosse Départ du Musée Wolframines;3330;Échassières
Circuit VTT 10 km - Le château de Veauce;46,16409700;3,05748600;Départ de l'entrée du château;3450;Veauce
Le château de Veauce - 10 km;46,16409700;3,05748600;Départ de l'entrée du château;3450;Veauce
Circuit VTT - Grand Vallon - 5 km;46,15263200;3,06495800;Départ face à la mairie;3450;Sussat
Grand Vallon - 5 km;46,15263200;3,06495800;Départ face à la mairie;3450;Sussat
Circuit VTT 20 km  - Les 11 clochers du vignoble;46,31030900;3,29405000;Départ Stade de La Mouthe;3500;Saint-Pourçain-sur-Sioule
Sentier pédagogique de la Taure dans la réserve biologique du bois des Ayes;44,83262200;6,65576700;Bois des Ayes Plan Peyron;5100;Villar-Saint-Pancrace
"Sentier pédagogique ""découvrir la forêt de Bas""";45,84818600;4,06381600;"Lieu dit ""Dagues""";42260;Pommiers-en-Forez
"Sentier pédagogique ""découvrir la forêt de Bas""";45,84818600;4,06381600;"Lieu dit ""Dagues""";42260;Pommiers-en-Forez
Balade pédestre au Rocher du Château;45,33165900;7,01602900;Pont du Villaron;73480;Bessans
"Sentier d'art ""Les Monts en folie""";45,66307500;4,56346200;Chemin du Vachon;69850;Saint-Martin-en-Haut
"Sentier d'art ""Les Monts en folie""";45,66307500;4,56346200;Chemin du Vachon;69850;Saint-Martin-en-Haut
VAE : Le tour du lac via : Vesonne - Montmin - Col de la Forclaz;45,89789900;6,13029900;Route des Marquisats;74000;Annecy
Circuit du Lampier;46,42483200;2,61478100;5 rue de la République;3190;Estivareilles
Circuit du Patrimoine de la Batterie Allemande de Longues-sur-Mer;49,34291510;-0,69173760;39 Rue de la Mer;14400;Longues-sur-Mer
Circuit pédestre d'Oberbronn à la forêt du Frohret;48,94102157;7,60792971;Rue principale;67110;Oberbronn
Circuit pédestre d'Oberbronn vers le Wasenkoepfel via Buckelstein;48,94104975;7,60800481;Rue principale;67110;Oberbronn
D’Oberbronn à Lichtenberg;48,94153600;7,60930300;Rue principale;67110;Oberbronn
Circuit historique d'Oberbronn;48,94073702;7,60757625;Parking en face du couvent;67110;Oberbronn
Randonnée - Les vallons de la Bénèche;44,16885000;1,54729900;Départ du Parc de la Lère;82300;Caussade
Sur la Route des Moulins;44,31198060;1,31494760;Sainte-Alauzie;46170;Castelnau Montratier-Sainte Alauzie
Circuit du Moulin de Boisse;44,31347380;1,31471693;Sainte-Alauzie;46170;Castelnau Montratier-Sainte Alauzie
Circuit du Castrum de Flaugnac;44,27831510;1,39377772;Flaugnac;46170;Saint-Paul-Flaugnac
Chemin des Vignes et Coeur de Village;44,27828330;1,39375000;Flaugnac;46170;Saint-Paul-Flaugnac
Entre Causse et Bouriane;44,65958750;1,51948750;Beaumat;46240;Cœur de Causse
Boucle des Châtaigneraies du Causse;44,59276300;1,58178985;Saint-Cernin;46360;Les Pechs du Vers
Chastel-Arnaud - Le paysage vu par le guetteur;44,66645600;5,19612900;Hameau des Auberts Montagne St Andéol;26340;Chastel-Arnaud
Chastel-Arnaud - Le paysage vu par le guetteur;44,66645600;5,19612900;Hameau des Auberts Montagne St Andéol;26340;Chastel-Arnaud
Vercheny - Le paysage vu par l'oenologue;44,71106800;5,25123200;Mairie de Vercheny le Haut;26340;Vercheny
Vercheny - Le paysage vu par l'oenologue;44,71106800;5,25123200;Mairie de Vercheny le Haut;26340;Vercheny
La Chaudière - La paysage vu par le paléontologue;44,63280100;5,21555400;Parking entrée village;26340;La Chaudière
La Chaudière - La paysage vu par le paléontologue;44,63280100;5,21555400;Parking entrée village;26340;La Chaudière
Boucle de Callabout;44,94416890;1,13487720;Mairie de Marquay;24620;Marquay
Boucle des Hauts de Marquay;44,94416890;1,13487720;Mairie de Marquay;24620;Marquay
Le sentier de la p'tite maison;46,73815000;3,80105000;Lieu-dit Les Gouttes Blanches;58250;Saint-Seine
Le sentier de la p'tite maison;46,73815000;3,80105000;Lieu-dit Les Gouttes Blanches;58250;Saint-Seine
Ambernac sentier Ambouriane;45,99285100;0,59477700;Les Grands Termes -;16500;Ansac-sur-Vienne
Randonnée de Mutzig vers Rosenwiller;48,53389190;7,46333650;Place de la gare;67190;Mutzig
Randonnée de Molsheim vers Mutzig par le Felsbourg;48,54128652;7,48782764;1 route de Mutzig;67120;Molsheim
Randonnée vers le Wachholderberg;48,54116576;7,48793493;1 route de Mutzig;67120;Molsheim
Randonnée des hauteurs du Kochersberg au ried de la Bruche;48,55896293;7,56650143;rue de la gare;67120;Ernolsheim-Bruche
Forêt aménagée - Le Bois Royal de Pierre Saux;47,17810570;4,80174323;Bois de Pierre Saux;21320;Pouilly-en-Auxois
C' - Vallon de Praméruel - Variante retour par le chemin des Bûcherons (hiver);45,39543900;6,64377900;Courchevel 1850 Praméruel;73120;Courchevel
Grazières et le pont des Cayres - Parcours n°28;44,78217670;3,38667110;Place du breuil;48120;Saint-Alban-sur-Limagnole
"Parcours de running ""Au bord du fleuve Charente""";45,68539700;0,14981300;Rue du Plan d'eau;16710;Saint-Yrieix-sur-Charente
Sentier artistique   Hautecour - Boucle Liberté;45,50623000;6,54429300;"Le Breuil Parking du plan d'eau de la Trappe : ""Place des Arts""";73600;Hautecour
"Parcours de running ""Pierres et BD""";45,64878700;0,15613800;Place de l'hôtel de Ville;16000;Angoulême
Sentier les Roseaux - Forêt de la Coubre;45,77808100;-1,18034900;Proche du chemin de la Tremblade aux Roseaux (départ) Tranchée des Demoiselles;17390;La Tremblade
Circuit entre fleuve et prairies;45,71903900;0,12309700;Parking baignade;16430;Vindelle
Promenade de Chef de Baie;46,14627500;-1,20630400;Chef de Baie;17000;La Rochelle
Autour du Mont Drouot;47,51060700;4,52838410;Parking;21150;Flavigny-sur-Ozerain
Sentier de Palise;47,37139000;6,09107000;Mairie de Palise;25444;Besançon
Panorama Fleurandin;46,20446520;4,11941976;Place du Bourg;71340;Fleury-la-Montagne
Sentier du Gour des Fontaines;46,83167490;3,39157819;Hameau de Tinte;58300;Sougy-sur-Loire
Sentier du Gour des Fontaines;46,83167490;3,39157819;Hameau de Tinte;58300;Sougy-sur-Loire
Sentier de la Fontaine des Baroques;47,16631000;5,85062000;6 Rue des Noyers;25410;Osselle-Routelle
Boucle A5 : La balade des étangs;46,27506580;4,03560255;Brionnais Découvertes;71110;Marcigny
Saint-André de Taxat - 6 km;46,18406800;3,16304900;20 rue Grande Départ de La Maison du Tourisme;3140;Charroux
Circuit VTT 6 km - Saint André de Taxat;46,18406800;3,16304900;20 rue Grande Départ de La Maison du Tourisme;3140;Charroux
"Circuit routier ""Les belles demeures du Brionnais""";46,27459430;4,04143755;Office de Tourisme Place des Halles;71110;Marcigny
PR 16 : Circuit de Montilly;46,61165600;3,25060800;Place des Tilleuls;3000;Montilly
PR 15 : Circuit de nature Marigny;46,58201000;3,20922200;Place de la Mairie;3210;Marigny
PR 17 : Circuit de la Brunanse - Les Nouettes;46,74638900;2,98085500;Place de la liberté;3320;Neure
Randonnée à travers la campagne, à l'Est de Marseille;43,30119700;5,52131700;"42 Boulevard Notre Dame à l'arrêt de bus ""Eoures village""";13011;Marseille 11e Arrondissement
Randonnée à travers la campagne, à l'Est de Marseille;43,30119700;5,52131700;"42 Boulevard Notre Dame à l'arrêt de bus ""Eoures village""";13011;Marseille 11e Arrondissement
Randonnée à travers la campagne, à l'Est de Marseille;43,30119700;5,52131700;"42 Boulevard Notre Dame à l'arrêt de bus ""Eoures village""";13011;Marseille 11e Arrondissement
En passant par la Boudinière;47,41770580;1,42767367;Contres;41120;Le Controis-en-Sologne
Circuit vtt n°2 (rouge) la futaie;47,92464707;6,86246188;Érmitage de Frère Joseph;88310;Ventron
Circuit vtt n°5 (rouge) le chana;48,02221350;6,78714290;Salle des Fêtes Place Marcel Perrin;88120;Rochesson
Circuit vtt n°1 (bleu) la ronde bruche;47,92464707;6,86246188;Ermitage de Frère Joseph;88310;Ventron
Circuit VTT n°36 (rouge) le Droit;47,98746988;6,81689254;Col de la Croix des Moinats;88310;Cornimont
Circuit vtt n°7 (rouge) le royer;47,94993651;6,84245972;LES ROSIERS;88310;Ventron
Col de la Loubière - VTT N°22;44,50745050;3,66373829;Bagnols-les-Bains;48190;Mont Lozère et Goulet
Gorges du Chassezac;44,48318410;3,93341769;La Garde-Guérin;48800;Prévenchères
L'ancien moulin;44,51755900;3,63713970;Parking de le Mairie;48190;Chadenet
Mont Daunis - VTT N° 38;44,52119620;3,90963740;Place de l'église;48800;Prévenchères
Tour du Causse - VTT N° 37;44,52116070;3,90957389;Place de l'église;48800;Prévenchères
LE PARCOURS HISTORIQUE DE SAINT-ALBAN-SUR-LIMAGNOLE;44,78437850;3,39050530;Château de Saint-Alban-sur-Limagnole;48120;Saint-Alban-sur-Limagnole
Circuit vélo n°9 St André de Lidon;45,60010300;-0,74887800;Mairie de Saint André de Lidon;17260;Saint-André-de-Lidon
Monétay-sur-Loire - Circuit 3;46,43020700;3,81849100;Le Bourg;3470;Monétay-sur-Loire
Monétay-sur-Loire - Circuit 4;46,43018900;3,81797600;Le Bourg;3470;Monétay-sur-Loire
Monétay-sur-Loire - Circuit 1;46,43019200;3,81826600;Le Bourg;3470;Monétay-sur-Loire
Monétay-sur-Loire - Circuit 2;46,43020300;3,81812600;Le Bourg;3470;Monétay-sur-Loire
JURA RIDE - Guide accompagnateur vélo;46,57146680;5,74583110;21 rue de la gare;39130;Clairvaux-les-Lacs
Nan Red et Nan White sur les pas des Canadiens;49,33510270;-0,42280880;Place du 6 Juin;14990;Bernières-sur-Mer
Nan Red et Nan White sur les pas des Canadiens;49,33510270;-0,42280880;Place du 6 Juin;14990;Bernières-sur-Mer
Centre Historique de Bergerac;44,85053540;0,48058420;Quai Salvette;24100;Bergerac
Circuit N°3 Les hauts de Retournaguet - VALPARURE;45,19628800;4,03059800;Eglise de Retournaguet;43130;Retournac
Ascension de la Colline Saint-Roch;45,14266600;4,12511000;22, Place du Marché Office de tourisme des Sucs aux bords de Loire;43200;Yssingeaux
Circuit sur les hauteurs de Grendelbruch;48,49847842;7,31277022;route du Souvenir Français;67190;Grendelbruch
Decize - La Machine par l'étang Grénetier;46,83606180;3,46662306;Chemin de halage du Canal du Nivernais;58300;Decize
Decize - La Machine par l'étang Grénetier;46,83606180;3,46662306;Chemin de halage du Canal du Nivernais;58300;Decize
Forêt de Castillon;43,42540400;4,99831400;Domaine de Castillon;13110;Port-de-Bouc
Forêt de Castillon - Etangs du Pourra et d'Engrenier;43,42540400;4,99831400;Domaine de Castillon;13110;Port-de-Bouc
Forêt de Castillon - Etang de Saint-Blaise;43,44405500;4,98458100;Parking de Saint-Blaise;13110;Port-de-Bouc
Le sentier botanique du Châtelard;45,01449400;4,93552200;Accès au chemin depuis la D67 route de Valence;26300;Châteauneuf-sur-Isère
Equi-Paradis;45,01929100;5,16651400;65, Chemin du paradis;26300;Jaillans
Balade découverte de Châteauneuf-sur-Isère;45,01515400;4,93675000;Parking rue du Port;26300;Châteauneuf-sur-Isère
Le chemin de l'aluminium;42,76699000;1,47787800;Le Barri - Maison des Patrimoines Auzat;9220;Val-de-Sos
Au fil des stations vertes : d'Oberbronn à Baerenthal;48,94266157;7,61130106;2 rue principale;67110;Oberbronn
Géocaching;46,29332000;4,30488000;3 Route de Charolles;71800;La Clayette
RANDONNÉE ROQUEBRUN L'ESQUIROL;43,49941770;3,02607898;sur la D 14;34460;Roquebrun
"RANDONNÉE THÉZAN-LES-BÉZIERS ""LES ÉTANGS DE LA MALHAUTE""";43,39618840;3,15739870;Rue Jean de la Fontaine;34490;Thézan-lès-Béziers
RANDONNÉE SAINT-JULIEN LES CASCADES DE MAUROUL;43,58413040;2,87675534;départ au niveau de la Croix;34390;Saint-Julien
RANDONNÉE LES BOUSIGUES;43,39875240;2,89069023;Place du Four au centre du village;34360;Assignan
RANDONNÉE COLOMBIÈRES-SUR-ORB LES BALCONS D'ARLES;43,58222300;3,01158100;suivre la D 908;34390;Colombières-sur-Orb
Sentier de Bourgon - Valence;45,88500400;0,30935200;place du centre sur la D739;16460;Valence
Boucle VTC - Des forêts de Coubre à Suzac par la rive droite de la Seudre;45,67393000;-0,93351800;Port de Ribérou Impasse des Bains (départ);17600;Saujon
Circuit La voie romaine - PR 42 - Taillant;46,02452700;-0,30301400;église;17350;Taillant
Sentier de liaison : du sentier du Gardour à celui des Roseaux;45,76831900;-1,19289600;Les 4 Fontaines (départ);17390;La Tremblade
Parcours Photo Tourasse;44,42847100;5,04920400;2 rue du Donjon;26770;Le Pègue
Oultet - VTT n°21;44,50745050;3,66373829;VILLAGE;48190;Mont Lozère et Goulet
PR N°9 - Saint-Georges-de-Didonne;45,58939300;-0,98885500;Aire de la Roche Blanche Boulevard de la Côte de Beauté (départ);17110;Saint-Georges-de-Didonne
Parcours pédestre : La pointe de Parpagnole;45,97983100;-1,04072600;Salle Polyvalente;17450;Saint-Laurent-de-la-Prée
Parcours n°14 : De la Charente à l'Atlantique;45,92648300;-1,00825500;Place de verdun;17780;Soubise
RANDONNÉE - SENTIER MINIER ART ET HISTOIRE;47,70002810;6,63106058;devant l'Office de Tourisme;70250;Ronchamp
Sentier sensoriel de l'île de Caqueret;46,83216780;3,45418357;Allée Jeannine Satonnet;58300;Decize
Sentier sensoriel de l'île de Caqueret;46,83216780;3,45418357;Allée Jeannine Satonnet;58300;Decize
Le Sentier de Zig et Zag;47,33646800;3,20540700;Place de l'Église;58220;Cessy-les-Bois
Le Sentier de Zig et Zag;47,33646800;3,20540700;Place de l'Église;58220;Cessy-les-Bois
Le Sentier de Zig et Zag;47,33646800;3,20540700;Place de l'Église;58220;Cessy-les-Bois
En forêt autour de Cessy-les-Bois;47,33646800;3,20540700;Place de l'Église;58220;Cessy-les-Bois
En forêt autour de Cessy-les-Bois;47,33646800;3,20540700;Place de l'Église;58220;Cessy-les-Bois
En forêt autour de Cessy-les-Bois;47,33646800;3,20540700;Place de l'Église;58220;Cessy-les-Bois
La Balade de l'Ours;47,28146800;4,23057200;24 Rue d'Argentine;21210;Saulieu
