FID;osm_id;amenity;name;short_name;official_name;alt_name;old_name;operator;operator-type;emergency;contact-email;addr-housename;addr-housenumber;addr-street;addr-city;addr-postcode;osm_version;osm_timestamp;healthcare-speciality;the_geom;osm_original_geom
hospitals_point.116249777;116249777;hospital;Hôpital de jour Adèle Hugo;;;;;Centre hospitalier de Somain;;no;;;28;Rue Wilson;Somain;59490;4;2021-06-08T11:42:42Z;psychiatry;POINT (365224.72271049325 6508407.121623478);"SRID=3857;POLYGON((365214.75900475605 6508420.811451219,365215.09296322847 6508393.941075524,365234.2399156449 6508392.370731592,365234.3512351357 6508421.1604177095,365214.75900475605 6508420.811451219))"
hospitals_point.224648092;224648092;hospital;Centre hospitalier Auban-Moët;;;;;;public;yes;;;137;Rue de l'Hôpital Auban Moët;Epernay;51200;8;2024-05-21T08:26:05Z;;POINT (440274.2980469763 6280315.953123536);"SRID=3857;POLYGON((440092.3673334712 6280461.301291144,440094.1484453239 6280460.112750195,440092.47865296196 6280457.226294302,440093.03525041597 6280450.944011348,440093.1465699068 6280449.925263205,440093.81448685157 6280441.435700092,440095.9295571766 6280418.004550185,440096.70879361214 6280408.326485496,440096.70879361214 6280407.477532982,440097.2653910661 6280401.70465815,440098.48990546487 6280387.781858613,440100.19309367397 6280367.16936582,440104.1783314444 6280367.135407882,440107.0949021032 6280364.673457831,440108.5531874326 6280361.566308101,440112.4382376613 6280315.298776608,440111.7925846146 6280311.461554183,440108.88714590494 6280308.388381729,440105.4139777922 6280307.7601642925,440108.5086596362 6280273.513895305,440109.3992155626 6280264.684934243,440112.3157862213 6280232.561176853,440117.74817737204 6280229.029608439,440118.4160943168 6280228.520247731,440122.3122764946 6280225.973444659,440133.51101726835 6280102.114848607,440221.5869983841 6280043.573405374,440266.4376212247 6280112.777312922,440276.60109073407 6280113.405515855,440309.8856184813 6280116.461638906,440412.989730854 6280105.816148386,440425.6578889063 6280199.656524535,440426.882403305 6280207.976058163,440429.5540710841 6280227.67131329,440442.9124099792 6280322.922290047,440446.02935572143 6280346.1833869405,440449.48025993607 6280370.293496583,440455.28000540636 6280414.64269488,440457.32828403695 6280428.565538693,440455.090762272 6280455.749108433,440440.35206169094 6280470.300249477,440435.5653235869 6280475.054420014,440430.3333075196 6280480.487761045,440355.1035956415 6280556.334170918,440340.2758394678 6280559.611185846,440335.26646238216 6280557.573663463,440333.1513920571 6280562.497676729,440138.78756113205 6280487.619026452,440102.27476815187 6280473.526293478,440100.6049757899 6280470.809624764,440098.60122495564 6280471.82837543,440092.3673334712 6280461.301291144))"
hospitals_point.2922004598;2922004598;hospital;CMP de Décines;;;;;;;no;;;9;Rue Marcel Therras;Décines-Charpieu;69150;3;2014-12-01T15:56:29Z;;POINT (553580.8738770554 5744176.020556023);
hospitals_point.228588491;228588491;hospital;Groupement Hospitalier Aube Marne;;;;;Elsan;private;yes;;;83;Avenue Jean Jaurès;Romilly-sur-Seine;10100;8;2023-05-31T09:28:02Z;;POINT (413689.8628845632 6193167.459353382);"SRID=3857;POLYGON((413575.5080290595 6193185.153641389,413578.62497480167 6193176.414886087,413581.40796207153 6193177.927362326,413582.40983748867 6193175.238515867,413579.515530728 6193174.398251524,413583.0777544334 6193164.819243862,413585.4154637401 6193159.273507511,413588.08713151916 6193160.281822943,413588.97768744547 6193157.929087123,413585.9720611941 6193156.752719457,413589.3116459179 6193148.182045648,413627.38291176915 6193162.466506789,413628.6074261678 6193159.609612644,413623.0414516282 6193157.424929533,413628.05082871387 6193144.148790371,413687.8293952699 6193166.331718041,413686.93883934355 6193169.188614442,413708.53482055746 6193177.255150632,413713.76683662477 6193163.306769956,413693.7293282819 6193155.912456938,413698.2934274044 6193143.81268585,413718.10829676565 6193151.03893596,413720.1120476 6193145.661260877,413649.8694489094 6193119.781247046,413651.09396330814 6193116.252160346,413650.3147268726 6193115.243850128,413648.19965654745 6193115.411901822,413644.86007182376 6193114.067488362,413649.31285145547 6193102.303879611,413653.4316726147 6193103.648291217,413653.4316726147 6193104.65660006,413654.32222854113 6193104.992703034,413655.6580624306 6193104.488548579,413657.43917428335 6193099.615057038,413696.84627402417 6193113.395281709,413701.18773416505 6193103.648291217,413736.8099712189 6193116.7563155,413738.4797635809 6193113.227230053,413743.823099139 6193115.411901822,413742.48726524937 6193118.772936409,413762.1908151198 6193125.663061463,413764.6398439173 6193118.772936409,413766.3096362791 6193117.596574155,413767.42283118714 6193117.092418952,413769.42658202135 6193116.7563155,413780.11325313756 6193120.621506003,413772.09824980045 6193142.636320133,413758.294632942 6193137.7628067555,413757.2927575249 6193140.7877457645,413744.3796965929 6193177.42320355,413757.73803548806 6193182.128686617,413759.2965083592 6193182.800898694,413749.0551152062 6193211.5380147025,413753.1739363656 6193213.218550805,413745.2702525192 6193235.233604372,413739.37031950714 6193233.048901854,413737.4778881637 6193232.712793825,413734.2496229308 6193241.28355273,413703.63676296256 6193229.8558761105,413705.2620275281 6193224.898285874,413706.9763476864 6193219.604591014,413704.4159993981 6193218.93237603,413703.85940194415 6193220.444859823,413693.7293282819 6193217.083785096,413699.5179418032 6193201.286751663,413702.1896095822 6193194.396565409,413689.38786814106 6193189.523022403,413687.38411730673 6193194.228512156,413683.0426571658 6193192.547979803,413677.031404663 6193208.68110409,413639.7393752472 6193194.564618668,413640.4072921919 6193192.884086248,413637.1790269589 6193191.371607353,413638.4035413577 6193188.514703508,413632.28096936404 6193185.825853707,413629.1640236219 6193194.396565409,413621.37165926635 6193191.539660552,413620.9263813032 6193192.884086248,413617.58679657936 6193191.707713753,413614.6924898187 6193199.774271276,413575.5080290595 6193185.153641389))"
hospitals_point.788909370;788909370;hospital;Centre de rééducation et de réadaptation d’Alsace du Nord (CERRAN);;;;;;;;;;12;Route de Haguenau;Morsbronn-les-Bains;67360;1;2020-04-07T14:15:25Z;rheumatology;POINT (862399.8225585419 6259032.120305898);"SRID=3857;POLYGON((862195.9391007635 6258935.578735149,862238.3406948067 6258881.841024708,862311.4998641559 6258933.800456889,862332.695095203 6258926.33169228,862426.4483703492 6258826.003620237,862493.3291204178 6258969.620133867,862563.2043647887 6259118.319988403,862590.9674457925 6259194.449228104,862511.2515584354 6259192.670895448,862354.7920141255 6259155.935707343,862262.8309827811 6259087.86848427,862272.6827577164 6259024.560869186,862195.9391007635 6258935.578735149))"
hospitals_point.11936650097;11936650097;hospital;Maison de Santé du Fort;;;;;;;;;;106;Grand Rue;Collonges;01550;1;2024-05-27T08:46:05Z;"humanistic;general";POINT (657233.6911518545 5802669.049123172);
hospitals_point.183210029;183210029;hospital;Hôpital Nord Franche-Comté;HNFC;;;;;public;yes;;;100;Route de Moval;Trévenans;90400;15;2024-06-04T13:24:38Z;intensive;POINT (765132.2229027004 6036733.240983243);"SRID=3857;POLYGON((764795.3476305214 6036315.987607214,764816.0085280125 6036282.804722844,764835.1888762763 6036265.09953633,764873.5495728037 6036261.403397593,764908.9269069778 6036267.063110678,765032.1575832859 6036299.173389811,764985.3588693565 6036184.345865191,765084.789438533 6036144.942835789,765131.666076106 6036278.399048626,765080.4591103412 6036296.467277407,765096.2887419319 6036343.939872242,765145.7702555895 6036363.938832823,765294.3929077476 6036659.093891929,765332.9094515621 6036647.146904459,765394.4246021745 6036736.436184212,765442.492358299 6036787.492047309,765478.3261023854 6036804.208205082,765514.1487145227 6036855.264468654,765541.3218022253 6036947.823280025,765527.8855396864 6037085.763986851,765465.4019095042 6037089.196443097,765456.0399403286 6037162.945075188,765386.0422445177 6037164.24875996,765372.8174890114 6037158.621463812,765351.5665982191 6037158.951510407,765341.2695453207 6037165.156388713,765329.6366585328 6037167.021153542,765296.8196726469 6037158.010877648,765218.7179179064 6037127.1020722175,764940.5193784649 6036994.193818629,764902.1920777848 6036961.536392037,764864.5883537948 6036938.7142212605,764841.3003163208 6036896.320920132,764849.4377710979 6036813.696660461,764852.7884877707 6036779.719787531,764828.554234625 6036774.109243415,764857.3191910461 6036676.733880154,764858.0538996853 6036619.936217025,764838.1388427824 6036502.629267816,764796.0934711096 6036352.883296088,764795.3476305214 6036315.987607214))"
hospitals_point.-4130150;-4130150;hospital;Centre Hospitalier Jean Pagès;;;;;;;no;;;;Avenue du Clos Mignot;Luynes;37230;6;2023-07-12T05:55:30Z;;POINT (61614.9896237806 6006741.738787577);"SRID=3857;POLYGON((61532.8504113991 6006726.384598102,61546.77647969734 6006710.2855537785,61553.11055872348 6006715.679305848,61555.74883065528 6006712.637097715,61549.4926752727 6006707.1117926985,61555.414872182904 6006700.040722963,61559.68954062937 6006703.543368412,61573.52655333496 6006687.641698336,61569.44112802285 6006683.974616203,61564.253639751885 6006689.960347484,61543.60387420974 6006672.20049751,61546.16422249798 6006669.224081776,61544.2161314091 6006667.530320785,61543.45915887171 6006668.401867658,61536.73546162779 6006662.679259597,61561.1255620606 6006634.312939224,61566.24625863709 6006638.539103969,61567.559828628444 6006636.779572091,61564.78797330769 6006634.1978297075,61570.79922581053 6006627.340594117,61601.99094713081 6006654.259797137,61597.03722979051 6006660.146842293,61598.673626305164 6006661.495272196,61603.62734364547 6006655.674003151,61616.29550169775 6006666.757439669,61611.56442333903 6006672.6773818955,61613.13402815921 6006673.9929251615,61617.89850236516 6006668.105870598,61634.66321767863 6006682.461739725,61632.247584728415 6006685.372382754,61645.30536099847 6006696.686077945,61653.85469789139 6006703.921588428,61657.04956727717 6006706.618462063,61659.36501268566 6006703.921588428,61671.91071929806 6006714.791309849,61673.59164360904 6006717.19218813,61674.41540784091 6006719.642400212,61673.76975479431 6006728.09481499,61672.177886075966 6006741.924562005,61665.943994591544 6006736.580126829,61662.48195842788 6006740.576119588,61665.74361950812 6006743.404560022,61662.57101402051 6006747.104556166,61663.940243757264 6006748.354332997,61667.12398119395 6006744.605003041,61698.816640222794 6006772.083682583,61693.083686446946 6006779.023255172,61696.15610439283 6006781.555707215,61701.91132206685 6006774.797021917,61711.42913852967 6006783.019267501,61704.972608063676 6006790.501517765,61704.0931840864 6006789.876626286,61690.334095024344 6006805.827817598,61691.14672730715 6006806.485599313,61666.32248086024 6006835.592490205,61658.78615133354 6006829.1462098975,61661.057068945716 6006826.399964384,61659.09784590776 6006824.492393164,61656.604289314 6006827.2715272335,61653.08659340492 6006824.262169076,61646.45195175364 6006831.974679236,61654.277711956405 6006839.062301233,61652.56339179819 6006840.805429577,61642.58916542312 6006839.440527166,61636.19942665159 6006833.898696698,61641.553894158744 6006827.814198492,61590.257872801194 6006782.525932549,61565.689661183125 6006810.876293543,61560.32406172688 6006806.682933836,61557.22937988283 6006810.0376214385,61548.74683468438 6006802.752688741,61551.975099917385 6006799.332225841,61549.53720306902 6006797.276659843,61577.64537449432 6006764.765892865,61532.8504113991 6006726.384598102),(61576.03124187781 6006717.537519994,61600.25436307444 6006738.833011411,61598.395327578175 6006740.839230289,61608.50313734221 6006749.916554291,61639.5278794263 6006713.804647739,61634.50737039151 6006709.29889218,61604.56242736813 6006683.793728783,61597.426848008276 6006691.933666393,61614.14703552543 6006706.404685465,61611.742534524295 6006709.200226022,61618.0432177032 6006714.659754898,61614.82608441927 6006718.3926275205,61611.50876359363 6006715.514862141,61609.6942558937 6006717.636186241,61610.75179105624 6006718.557071285,61604.974309484074 6006725.266379554,61588.75505967549 6006711.222882404,61593.98707574278 6006705.138470331,61589.84599068526 6006701.718045959,61576.03124187781 6006717.537519994),(61611.29725656112 6006752.251664542,61622.27335835333 6006761.657889662,61646.863833869575 6006733.357022905,61642.77840855747 6006729.805032211,61642.25520695073 6006728.867701574,61641.876720682034 6006727.930371042,61641.876720682034 6006726.993040609,61642.04369991822 6006725.940599545,61642.377658390615 6006725.101935662,61642.911991946414 6006724.427715736,61643.57990889118 6006723.753495863,61644.68197185003 6006723.37527498,61645.171777609525 6006723.22727551,61645.89535429966 6006723.210831125,61646.84156997142 6006723.309497438,61647.654202254205 6006723.753495863,61648.42230674068 6006724.246827473,61651.98453044607 6006727.32192847,61653.33149628466 6006725.776155639,61642.47784593232 6006716.304191978,61611.29725656112 6006752.251664542))"
hospitals_point.7645840257;7645840257;hospital;Centres d’Education et de Prévention en Santé;;;;;;;;;;85;Rue de Maufait;Roubaix;59100;3;2025-01-20T22:13:42Z;;POINT (356013.7689446779 6565043.575375516);
hospitals_point.1105250403;1105250403;hospital;Complexe hospitalier de l'arche;;;;;;;;;;;;Saint-Saturnin;72650;8;2023-05-08T15:11:26Z;;POINT (18052.444431953103 6116506.085716825);"SRID=3857;POLYGON((17597.50755604056 6117032.4862776045,17791.837991118373 6116433.5673938375,17985.27787026985 6115903.337823771,18003.411815320072 6115903.10466787,18215.987514938908 6115902.321930254,18303.37331521163 6115898.058509591,18309.28438017275 6115937.94489121,18311.11001982176 6115947.054667027,18312.456985660356 6115955.115244554,18326.416449805834 6116038.719202132,18341.433449113847 6116036.670728887,18346.721124926527 6116069.030001624,18356.739879097924 6116106.019314723,18360.91436000267 6116117.577466888,18373.126108142693 6116151.352675175,18378.525103446165 6116168.356910755,18384.870314421383 6116188.342343381,18380.62904182216 6116205.446579793,18363.007166429587 6116223.117107183,18355.693475884465 6116233.009953682,18295.859249583078 6116219.319856,18264.255646146874 6116230.095393343,18260.604366848853 6116242.386517388,18261.30567964085 6116246.133814808,18270.645384918404 6116252.445932828,18279.306041302123 6116254.011472056,18290.46025427961 6116285.588792364,18215.75374400824 6116300.478138799,18215.709216211922 6116305.024890683,18218.492203481757 6116317.998968835,18221.798392358316 6116333.42132604,18223.134226247836 6116339.616924434,18225.572123096208 6116350.975533113,18231.828278478788 6116380.13824688,18234.34409897072 6116391.913282775,18236.704072175537 6116402.872241602,18315.139785388477 6116383.868949574,18337.147648718306 6116378.40613547,18340.309122256836 6116377.806558521,18343.40380410089 6116392.496205765,18341.41118521569 6116393.029163964,18365.289215990844 6116480.401446086,18455.324420144447 6116478.769245083,18486.260106635895 6116478.202971341,18451.71766864274 6116579.266771847,18444.82699216264 6116599.419715645,18408.592497909427 6116712.993265522,18408.881928585495 6116721.021251914,18406.199128857374 6116728.766100681,18388.47706592309 6116723.303066842,18348.94751474239 6116749.252508561,18297.117159829046 6116778.2833313625,18283.15769568357 6116787.860359867,18279.45075664015 6116790.008946866,18268.41899510254 6116795.521990376,18257.621004495588 6116802.434119425,18255.572725864993 6116814.626129308,18249.72845259835 6116854.783268046,18243.995498822493 6116885.729876563,18194.692096350154 6116947.523492537,18177.827193494973 6116954.219215672,18150.798821130367 6116956.484436624,18139.433101120372 6116955.401794183,18103.62162093218 6116971.64144515,18060.02890833753 6116972.907306415,18039.33461499906 6116977.154605446,18019.720120721286 6116973.80673427,18005.538017594223 6116979.253271624,17991.35591446716 6116974.4063528925,17979.76755547558 6116976.804827799,17969.882384693137 6116992.411587158,17952.728051161896 6117006.236168273,17920.122572308544 6117020.377238758,17867.023175200153 6117035.46773546,17826.758915380226 6117020.76033051,17803.660121040622 6117011.3829156095,17786.951065472553 6117006.419385761,17744.78324236006 6116990.596071536,17716.073945684475 6116980.968848329,17701.7916550157 6116986.115580499,17692.195914909316 6116998.890815773,17688.83406628736 6117004.787084627,17680.91925049196 6117018.644998009,17663.219451455825 6117038.882255506,17650.183939083938 6117043.529336194,17624.357817219894 6117040.514563128,17597.50755604056 6117032.4862776045))"
